"","City","p_val","CI95_min","CI95_max","weather_high","weather_low"
"1","ATLANTA","0.617591284371849","-3.36841041996912","5.6562944587233","101.027317793482","99.8833757741046"
"2","AUSTIN","0.347542020967655","-4.49786334619412","12.6406257445631","98.8706983370588","94.7993171378743"
"3","BALTIMORE","0.255631819688526","-3.03331160311356","11.3207384125235","104.200880019402","100.057166614697"
"4","BOSTON","0.993750490857642","-5.63677658917207","5.68167791419289","98.5584084207254","98.535957758215"
"5","CHARLOTTE","0.661466969339776","-8.84584226182238","5.6339169596749","99.1681937038028","100.774156354877"
"6","CHICAGO","2.75316006933393e-05","-15.985198877219","-6.00365276791975","94.3496542346852","105.344080057255"
"7","COLUMBUS","0.00739618760088941","-14.2444552386002","-2.25439866585898","97.5306211415955","105.780048093825"
"8","DETROIT","0.00760318415998076","-28.2671308548159","-4.39085746530412","88.8551760138331","105.184170173893"
"9","FRESNO","0.273761349672293","-15.4113384226085","4.44464467768567","91.9476035743298","97.4309504467912"
"10","HOUSTON","0.357331860587839","-5.38699069046923","14.8404651255264","100.94790539948","96.2211681819511"
"11","INDIANAPOLIS","0.284217818606286","-11.4526476527272","3.37948461267676","97.9291495847787","101.965731104804"
"12","JACKSONVILLE","0.166296986895185","-2.0517376011017","11.835514927586","103.31979452873","98.427905865488"
"13","KANSAS_CITY","0.0768550959859259","-0.568724421066829","10.9631945629513","101.761862689049","96.5646276181072"
"14","LOUISVILLE","0.98358265198509","-10.1928544901171","9.98315395860688","97.4757970636549","97.58064732941"
"15","MEMPHIS","0.104421590314455","-1.4466019361517","15.0755441033769","101.546790409899","94.7323193262868"
"16","MIAMI","0.160394879700812","-2.02293128243247","12.1077934765244","101.744006902077","96.7015758050308"
"17","MILWAUKEE","0.452266778784867","-4.35702784832184","9.73903239518773","101.534299572081","98.8432972986477"
"18","MINNEAPOLIS","0.00169203303380723","-12.8200927263888","-3.01963546762448","95.6306666927017","103.550530789708"
"19","NASHVILLE","0.5855123104843","-11.2013214289846","6.3500058256248","98.6434172683161","101.069075069996"
"20","NEW_ORLEANS","1","-9.26491073589012","9.26491073589012","100.757072722313","100.757072722313"
"21","NEW_YORK","0.0367405370351089","-18.7624247544693","-0.618723205832975","91.4904190478975","101.180993028049"
"22","OMAHA","0.835732182815663","-11.8806092591504","14.6713977056766","103.259172521468","101.863778298205"
"23","PHILADELPHIA","0.00199775697047881","-19.976895966341","-4.60255627889745","92.1729459196441","104.462672042263"
"24","PORTLAND","0.687916094930862","-9.29002981366467","6.14155038611547","101.395348837209","102.969588550984"
"25","RALEIGH","0.0295514372632575","0.697681774012216","13.1674890869471","102.941980808148","96.0093953776687"
"26","SACRAMENTO","1.64121419000746e-05","-17.6852631085407","-6.95416857563918","89.9308224442736","102.250538286364"
"27","SAN_ANTONIO","1","-7.18153557976814","7.18153557976814","101.155189776142","101.155189776142"
"28","SAN_DIEGO","0.226566271415309","-22.0795297569743","5.28585330896141","96.620120550675","105.016958774681"
"29","SAN_FRANCISCO","0.824790137100625","-8.80708190942749","7.02991171120464","99.0538547325251","99.9424398316365"
"30","SEATTLE","8.87523346467798e-06","-19.7531376439901","-7.84949350078737","93.8945358235638","107.695851395953"
